Date,Momentum,BXM Volatility,Mkt-RF,SMB,HML,RF,HY Credit Spread,IG Credit Spread,VIX
1996-04-30,0.0013,0.02866115766946642,0.0003,0.0012,0.0013,0.00022000000000000003,-0.06472847270049376,-0.13060372408544474,-0.1761962338583305
1996-05-31,0.0004,0.019302901537660233,-0.0018,0.008199999999999999,-0.0038,0.00018999999999999998,-0.040315537178459815,-0.09466522654107834,0.01504730585650016
1996-06-30,0.006,0.014792633059109939,0.0072,0.011399999999999999,-0.0025,0.0002,0.04335044087361384,0.018445845790751036,-0.16101926755501683
1996-07-31,0.0019,-0.023225313643601808,0.0073,0.0012,-0.0040999999999999995,0.0002,0.023953241022492744,-0.0472248103407944,0.35242611317599204
1996-08-31,0.0003,0.013134676002380274,-0.0063,0.0062,0.0021,0.00018999999999999998,-0.06414412160573812,0.0009119927672696093,-0.13455961896262592
1996-09-30,0.0002,0.037477237549805587,0.002,0.0,0.0021,0.00022000000000000003,-0.0418740724710589,0.02698005376454571,-0.003533513584262682
1996-10-31,0.0036,0.012364771336041969,0.0063,0.0009,-0.0043,0.00018,0.1265167156251381,0.05523405531552328,0.06619643428992461
1996-11-30,0.0,0.028657031394450527,0.0027,0.0023,-0.0011,0.0002,0.014388737452099676,0.0712852322235431,-0.055049472286857526
1996-12-31,-0.0022,-0.007879971480294401,-0.0102,0.020499999999999997,-0.0024,0.00022000000000000003,-0.14090545307723779,-0.08736683144188451,0.19929078437014747
1997-01-31,0.0022,0.04260578708920004,0.0031,0.0001,-0.0034999999999999996,0.0002,-0.040273899137939884,-0.005132603226520871,-0.0718308711736837
1997-02-28,-0.0063,0.009132215394827448,-0.0049,0.0004,0.0015,0.0002,-0.07463498138858082,-0.01555779003092539,0.08039827245898223
1997-03-31,-0.0076,-0.017277391859228608,-0.0226,0.0066,0.0106,0.00021,0.11490888052652071,-0.08258659100927446,0.048112841631350545
1997-04-30,-0.003,0.03123927490020595,0.009300000000000001,-0.0043,-0.0044,0.0002,0.01954459607297032,0.09470795154161937,-0.09865814943003182
1997-05-31,0.0007000000000000001,0.015246944962535203,0.0055000000000000005,-0.003,0.0051,0.00023,-0.10178269430994247,0.016218878785505098,-0.044338370553258066
1997-06-30,-0.0024,0.012946351266792888,-0.001,0.0161,-0.0068000000000000005,0.00018,-0.028987536873252173,-0.0008470987376512085,0.11505799569300779
1997-07-31,0.0036,0.03902237146163845,0.0018,0.0008,0.0026,0.00018999999999999998,-0.026072240309775174,0.024279133155081567,-0.0023250881824252723
1997-08-31,0.0015,-0.0007009787027749681,-0.0021,0.0058,-0.0017000000000000001,0.0002,-0.034552381506659624,-0.04916244189290975,0.1421071781757317
1997-09-30,-0.0033,0.042841637684775336,-0.0043,0.0088,0.0032,0.00021,-0.003913899321136394,0.06394103598902845,-0.07765595135099135
1997-10-31,0.0040999999999999995,-0.003961221506134649,0.011699999999999999,0.0012,-0.0052,0.00018,0.1591800282322603,0.0798546140023344,0.4263426931297194
1997-11-30,-0.0004,0.04964463922555762,0.0036,-0.0009,-0.0007000000000000001,0.00021,-0.027120306219193813,-0.07254642069560902,-0.24627888464561165
1997-12-31,-0.0022,0.015456333958354662,0.0021,0.0086,-0.0023,0.00022000000000000003,0.07606971873676072,0.017642799242749696,-0.13316689471635001
1998-01-31,-0.0007000000000000001,0.024680162763912605,-0.004,0.003,0.0016,0.00021,-0.02908120930084168,0.14548274234520697,-0.11181384491909219
1998-02-28,-0.0013,0.023460455630520016,0.0005,0.0006,0.0022,0.00021,-0.016529301951210496,-0.02575847251352048,-0.14618683016898304
1998-03-31,0.006500000000000001,0.011103290683457168,0.0077,0.0007000000000000001,-0.0022,0.00018,-0.027028672387919395,-0.015636423769755048,0.2667089616916667
1998-04-30,0.0063,0.024909381329146107,0.0147,-0.0026,-0.0044,0.0002,0.0630391099109524,-0.012252405529015853,-0.1341213566634929
1998-05-31,0.0046,0.008721050179453016,-0.0042,0.0064,0.004699999999999999,0.0002,0.08029001817312764,-0.0007254262196978445,0.0065882591243831
1998-06-30,-0.0007000000000000001,0.036559072455858654,-0.002,0.0087,-0.0013,0.00018999999999999998,0.07431990391248888,0.02578939488291443,-0.07851952886868352
1998-07-31,-0.0022,-0.03075030323766903,-0.0187,-0.0027,0.0040999999999999995,0.00018,-0.01666705248521172,0.02237855626219165,0.22971754241939468
1998-08-31,-0.0087,-0.12585929782810723,-0.06709999999999999,-0.0019,0.024300000000000002,0.0002,0.4285395051683767,0.26988987102731343,0.5796894724085218
1998-09-30,0.0042,0.07311377926446827,-0.0258,0.0235,0.0017000000000000001,0.00022000000000000003,0.09564190977916986,0.1766738185203085,-0.07818125053777392
1998-10-31,-0.0085,0.06493745490172476,0.012199999999999999,-0.008,0.0070999999999999995,0.00015,0.07351551997690442,0.04117591418418609,-0.3783632384010218
1998-11-30,0.0037,0.018109797507990244,-0.0231,0.0121,0.0072,0.00015,-0.1439308668103989,-0.13577837987546193,-0.07550751685752077
1998-12-31,-0.0197,0.04454372176145327,0.0043,0.018500000000000003,0.0006,0.00017,0.04522509800493579,0.05027137162409723,-0.06307861077800148
1999-01-31,0.0042,0.03582598494303735,0.0095,0.0019,-0.006,0.00018999999999999998,-0.050577474743527695,-0.02008943993085399,0.0722635203550741
1999-02-28,-0.0032,0.021126928175516646,-0.0049,0.0003,0.0045000000000000005,0.00018999999999999998,-0.06084826041738922,-0.1341383319829399,0.06024356098668404
1999-03-31,0.0025,0.012316466171969687,-0.0086,-0.0001,0.0022,0.00018,-0.003809528416667707,0.04999725791712084,-0.18117440293379827
1999-04-30,-0.0009,0.04068851754006886,-0.004699999999999999,0.0069,-0.004,0.00018,-0.0835475702704418,-0.02389724109714475,0.07493676507968372
1999-05-31,0.0053,0.002943033446504373,0.015300000000000001,-0.0007000000000000001,-0.0066,0.00017,0.04661431522475934,-0.01696753325670297,0.012683444160799251
1999-06-30,0.012,0.05478170868478216,0.016,0.0101,-0.0148,0.00018,0.025416812984123238,0.010638398205055744,-0.1855563618403182
1999-07-31,0.005,-0.03402609324814687,-0.0072,0.0154,-0.0019,0.00018,-0.02938507215974373,-0.001588562685138406,0.15557210359021933
1999-08-31,0.0085,0.005117837075371057,-0.0017000000000000001,0.0026,-0.0012,0.00018,0.044711042637970655,0.012114975672125716,-0.007740841260226894
1999-09-30,0.0033,0.0020788735376680023,0.0092,0.0036,-0.0086,0.00018,0.0715245184087312,0.02737067323578568,0.03851254051139685
1999-10-31,0.0105,0.010909584265426098,0.0173,-0.0101,-0.0038,0.00018,0.01580366517312526,-0.06688462309602539,-0.13505046340879456
1999-11-30,-0.0043,-0.004504749914873152,-0.0128,-0.0023,0.013300000000000001,0.00017,-0.04818059389758522,-0.07168088806484452,0.08543351126336862
1999-12-31,0.0037,0.04475000284046349,0.0052,0.0132,0.0033,0.0002,-0.07003807670360973,-0.04855613655310531,0.01884525289425598
2000-01-31,-0.0032,-0.013754440745155527,0.015,-0.0286,-0.0040999999999999995,0.00021,0.030890487019338497,-0.09193749532568596,0.012502764196784533
2000-02-29,0.018600000000000002,-0.004798967150592581,0.0196,0.0197,-0.0070999999999999995,0.00022000000000000003,0.042797228771820794,0.11200505837649466,-0.06542067093701975
2000-03-31,0.0146,0.04765561709296051,0.011899999999999999,0.0027,0.0002,0.0002,0.16733427519455923,0.1887228589085863,0.031173542328977177
2000-04-30,0.012,-0.0006062741364001312,0.0007000000000000001,0.0233,-0.0008,0.00024,0.0030769255044793553,-0.014056456339223367,0.08313271526534471
2000-05-31,0.0011,0.00887705316986942,-0.0022,0.0005,0.0053,0.00023,0.030259494763112516,0.0730963382788774,-0.1023963339970475
2000-06-30,0.0038,0.018813368197278635,0.0074,0.0184,-0.0151,0.00018,-0.016529301951210718,0.005155858620870646,-0.19089941714623349
2000-07-31,0.0052,-0.0009570447191817877,0.0103,0.0077,-0.0040999999999999995,0.00024,0.006042314455962705,-0.057736090769568094,0.059600505009672844
2000-08-31,0.012,0.05395718638238556,0.011899999999999999,0.0016,-0.0066,0.00022000000000000003,0.042747849713469455,0.12813050418180794,-0.20830719398720055
2000-09-30,-0.0087,-0.01764881795315887,-0.0126,0.006999999999999999,0.0128,0.00025,0.01858523830333869,0.0056485051333448055,0.20007669485068513
2000-10-31,0.0083,-0.0071197761741137455,0.0275,0.0059,-0.0166,0.00025,0.11241770796782546,0.021856451779684427,0.1386833452148637
2000-11-30,0.013600000000000001,-0.029412034544091803,-0.0203,-0.0067,0.015,0.00024,0.1425099517988908,0.05082688635687749,0.2269450765640051
2000-12-31,-0.0001,0.01633852540766778,-0.0123,-0.0021,0.014499999999999999,0.00025,0.024933540968884227,0.09450405319880062,-0.09919630448886085
2001-01-31,0.0055000000000000005,0.03443427408287203,-0.0072,0.0040999999999999995,0.0028000000000000004,0.00026000000000000003,-0.2328262520306268,-0.0769317160529166,-0.19831468966033983
